,brandname,model,cpucore,refreshrate,gpu,ram,ssd,rom,display,displayquality,price
80,dell,Inspiron,I5,144,inteliris,8,256,0,13,fhd,118000
81,dell,Inspiron,I5,144,inteliris,8,512,0,13,4k,120000
82,dell,Inspiron,I7,144,inteliris,8,256,0,13,fhd,148000
83,dell,Inspiron,I7,144,inteliris,16,512,0,13,4k,157000
84,dell,Inspiron,I5,144,inteliris,8,256,0,14,fhd,118000
85,dell,Inspiron,I7,144,inteliris,8,512,0,14,fhd,120000
86,dell,Inspiron,I7,144,inteliris,8,256,0,14,fhd,125000
87,dell,Inspiron,I5,144,inteliris,8,512,0,14,fhd,125000
88,dell,Inspiron,I7,144,inteliris,16,512,0,14,fhd,156000
89,dell,Inspiron,I7,144,inteliris,16,1024,0,16,fhd,175000
90,dell,G3 G3500,I5,144,nvidiageforcegtx1650,8,512,0,16,fhd,125000
91,dell,G3 G3500,I5,144,nvidiageforcegtx1660,16,512,0,16,fhd,135000
92,dell,G5 15 55,I7,144,nvidiageforcertx2070,8,512,0,16,fhd,205105
93,dell,G5 15 55,I7,144,nvidiageforcertx2070,16,1024,0,16,fhd,242250
94,dell,G5 15 SE,I7,144,amdradeonrx,8,512,0,16,fhd,152800
95,dell,G5 15 SE,I7,144,amdradeonrx,8,512,0,16,fhd,158000
96,dell,G5 15 SE,I7,144,amdradeonrx,16,512,0,16,fhd,158800
97,dell,G7 7500,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,237500
98,dell,Alienwar,I7,300,nvidiageforcertx2070,16,512,0,16,fhd,310000
99,dell,Vostro 1,I3,60,inteluhd,4,0,1024,14,hd,60000
100,dell,Vostro 1,I5,144,inteliris,4,0,1024,14,fhd,77500
101,dell,Vostro 1,I3,60,inteluhd,4,0,1024,14,hd,57500
102,dell,Vostro 1,I3,144,inteluhd,4,0,1024,14,fhd,60040
103,dell,Vostro 1,I7,144,nvidiageforcemx330,8,512,0,16,fhd,112000
104,dell,Vostro 1,I5,144,inteliris,4,0,1024,16,fhd,77501
105,dell,Vostro 1,I5,60,inteliris,8,256,0,14,hd,85000
106,dell,Vostro 1,I5,60,nvidia,8,256,0,14,hd,90000
107,dell,Vostro 1,I3,60,inteluhd,4,0,1024,14,hd,57500
108,dell,Latitude,I5,60,inteluhd,4,0,1024,14,hd,82500
109,dell,XPS 13 7,I5,144,inteluhd,8,256,0,13,fhd,140000
110,dell,XPS 13 7,I5,144,inteluhd,8,256,0,13,fhd,144800
111,dell,XPS 13 7,I7,144,inteluhd,16,512,0,13,fhd,200000
112,dell,XPS 13 9,I5,144,intelirisxe,8,512,0,13,fhd,214740
113,dell,XPS 13 9,I5,144,intelirisxe,8,256,0,13,fhd,228050
114,dell,XPS 13 9,I5,144,intelirisxe,16,512,0,13,fhd,308850
115,dell,XPS 13 9,I7,144,intelirisxe,16,512,0,13,4k,210800
116,dell,XPS 15 9,I5,144,inteluhd,8,512,0,16,fhd,174800
117,dell,XPS 15 9,I7,144,nvidiageforcegtx1650,16,512,0,16,4k,258800
118,dell,XPS 15 9,I7,144,nvidiageforcegtx1650,16,512,0,16,4k,268800
119,hp,hp Lapto,I3,144,inteluhd,8,0,0,14,fhd,61990
120,hp,hp Lapto,I5,60,inteluhd,8,0,0,14,hd,78990
121,hp,hp Lapto,I3,60,inteluhd,8,0,0,16,hd,64990
122,hp,hp Lapto,I3,60,inteluhd,8,0,0,14,hd,64800
123,hp,hp Lapto,I5,60,amdradeon,4,0,0,14,hd,79990
124,hp,hp Lapto,I5,60,amdradeon,8,128,1024,14,hd,86990
125,hp,hp Lapto,I7,60,inteliris,8,256,0,16,hd,99990
126,hp,Notebook,I3,144,inteluhd,8,256,0,14,fhd,63000
127,hp,Notebook,I3,144,inteluhd,4,512,0,14,fhd,68500
128,hp,Notebook,I5,144,nvidiageforcemx130,4,0,1024,14,fhd,89000
129,hp,Pavilion,I5,144,inteluhd,8,256,0,14,fhd,110000
130,hp,Pavilion,I5,144,intelirisxe,8,512,0,14,fhd,115000
131,hp,Pavilion,ry,144,amdradeon,8,512,0,16,fhd,99990
132,hp,Pavilion,ry,144,nvidiageforcegtx1650,8,256,0,16,fhd,108000
133,hp,Pavilion,ry,144,nvidiageforcegtx1650,4,256,0,16,fhd,106800
134,hp,Pavilion,I5,144,nvidiageforcegtx1660,8,512,0,16,fhd,134800
135,hp,Pavilion,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd,146800
136,hp,Envy 13,I5,144,intelirisxe,8,256,0,13,fhd,114990
137,hp,Envy 13,I5,144,intelirisxe,8,256,0,13,fhd,120000
138,hp,Envy 13,I7,144,intelirisplus,8,512,0,13,4k,148000
139,hp,Envy x36,I7,144,intelirisxe,8,512,0,13,fhd,140000
140,hp,hp Omen ,I7,144,nvidiageforcegtx1660,8,512,0,16,fhd,160000
141,hp,hp Omen ,I7,144,nvidiageforcegtx1660,16,1024,0,16,fhd,175000
142,hp,hp Spect,I5,144,intelirisplus,8,256,0,13,fhd,142000
143,hp,hp Spect,I7,144,intelirisplus,8,512,0,13,fhd,185000
144,hp,hp Spect,I7,144,nvidiageforcemx250,16,512,0,16,4k,225000
145,lenovo,V14-IIL ,I5,60,inteluhd,4,0,1024,14,hd,82000
146,lenovo,IdeaPad ,I3,60,inteluhd,4,0,1024,14,hd,59800
147,lenovo,IdeaPad ,I7,60,inteluhd,8,256,0,13,hd,119990
148,lenovo,IdeaPad ,I7,60,inteluhd,16,512,0,13,hd,129990
149,lenovo,IdeaPad ,I5,144,inteluhd,8,512,0,14,fhd,75990
150,lenovo,IdeaPad ,I5,144,inteluhd,8,256,0,14,fhd,85000
151,lenovo,IdeaPad ,ry,144,amdradeon,4,256,0,14,fhd,74000
152,lenovo,IdeaPad ,I7,144,nvidiageforcemx350,16,512,0,14,fhd,134990
153,lenovo,IdeaPad ,I7,144,nvidiageforcegtx1650,8,256,1024,16,fhd,139000
154,lenovo,IdeaPad ,I7,144,nvidiageforcegtx1650,16,256,1024,16,fhd,152000
155,lenovo,Flex 5,ry,144,amdradeon,16,256,0,14,fhd,110000
156,lenovo,Flex 14x,I7,144,inteluhd,8,512,0,14,fhd,124990
157,lenovo,Flex 14 ,ry,144,amdradeon,16,256,0,14,fhd,118000
158,lenovo,Yoga C74,I5,144,inteluhd,8,256,0,14,fhd,105000
159,lenovo,Yoga C94,I7,144,intelirisplus,8,512,0,13,fhd,169000
160,lenovo,Yoga 7i,I5,144,intelirisxe,8,256,0,16,fhd,115000
161,lenovo,Yoga Due,I5,60,inteluhd,8,512,0,13,hd,145000
162,lenovo,Yoga 7i,I5,144,intelirisxe,8,256,0,16,fhd,115000
163,lenovo,Yoga 7 2,I7,144,intelirisxe,12,512,0,14,fhd,135000
164,lenovo,Yoga Sli,I7,144,intelirisxe,16,1024,0,13,WQXGA,185000
165,lenovo,Yoga 9 2,I7,144,intelirisxe,16,512,0,14,fhd_touch,198000
166,lenovo,ThinkPad,I5,144,inteluhd,8,0,1024,14,fhd,108800
167,lenovo,ThinkPad,I7,144,inteluhd,8,256,0,14,fhd,138800
168,lenovo,ThinkPad,I5,144,inteluhd,8,256,0,13,fhd,135000
169,lenovo,ThinkPad,I5,144,inteluhd,8,256,0,14,fhd,144000
170,lenovo,ThinkPad,I5,144,inteluhd,8,256,0,14,fhd,145000
171,lenovo,Thinkpad,ry,144,amdradeon,16,256,0,13,fhd,143000
172,lenovo,TinkPad ,I5,144,inteluhd,8,256,0,13,fhd,159000
173,lenovo,ThinkPad,I5,144,inteluhd,8,256,0,13,fhd,179000
174,lenovo,ThinkPad,I5,144,inteluhd,16,512,0,13,fhd,198000
175,lenovo,Legion 5,ry,120,nvidiageforcertx2060,8,512,0,16,fhd,154800
176,lenovo,Legion 5,ry,120,nvidiageforcertx2060,16,512,0,16,fhd,160800
177,lenovo,Legion 5,I7,120,nvidiageforcegtx1650,8,256,0,16,fhd,150000
178,lenovo,Legion 5,I7,120,nvidiageforcegtx1660,16,512,0,16,fhd,170800
179,lenovo,Legion 5,I7,120,nvidiageforcertx2060,16,512,0,16,fhd,190800
180,lenovo,Legion 5,I7,120,nvidiageforcegtx1650,8,512,0,16,fhd,142800
181,lenovo,Legion 5,I7,120,nvidiageforcegtx1660,8,512,1024,16,fhd,154800
182,lenovo,Legion 5,I7,144,nvidiageforcertx2060,16,256,0,16,fhd,184800
183,lenovo,Legion 5,I7,240,nvidiageforcertx2060,16,512,0,16,fhd,195000
184,lenovo,Legion 7,I7,144,nvidiageforcertx2070,16,1024,0,16,fhd,238800
185,apple,MacBook ,m1,144,inteliris,8,256,0,13,fhd,159500
186,apple,MacBook ,m1,144,inteliris,8,512,0,13,fhd,203000
187,apple,MacBook ,m1,144,inteliris,8,256,0,13,fhd,205000
188,apple,MacBook ,m1,144,inteliris,8,512,0,13,fhd,240000
189,apple,MacBook ,m1,144,inteliris,16,256,0,13,fhd,240000
190,apple,MacBook ,m1,144,inteliris,16,512,0,13,fhd,275000
191,msi,msi Stea,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,229000
192,msi,msi Stea,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,239000
193,msi,msi GS66,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,265000
194,msi,msi GS66,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,255000
195,msi,msi GS66,I7,144,nvidiageforcertx2070,32,1024,0,16,fhd,386000
196,msi,msi GE66,I7,144,nvidiageforcertx2070,16,1024,0,16,fhd,306000
197,msi,msi GE76,I7,144,nvidiageforcertx3070,16,2048,0,16,fhd,320000
198,msi,msi GE76,I7,144,nvidiageforcertx3070,32,2048,0,16,fhd,350000
199,msi,msi GP65,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,205000
200,msi,msi GP66,I7,144,nvidiageforcertx3060,16,1024,0,16,fhd,259000
201,msi,msi GP67,I7,144,nvidiageforcertx3060,16,1024,0,16,fhd,259000
202,msi,msi GL75,I7,144,nvidiageforcegtx1660,16,512,0,16,fhd,189000
203,msi,msi GL75,I7,144,nvidiageforcertx2070,8,512,1024,16,fhd,250000
204,msi,msi GF63,I7,144,nvidiageforcegtx1650,8,512,0,16,fhd,137000
205,msi,msi GF65,I5,120,nvidiageforcegtx1660,8,1024,0,16,fhd,145000
206,msi,msi GF65,I7,144,nvidiageforcegtx1660,8,1024,0,16,fhd,175000
207,msi,msi GF65,I5,144,nvidiageforcertx3060,16,512,0,16,fhd,198000
208,msi,msi GF65,I7,144,nvidiageforcertx3060,16,512,0,16,fhd,220000
209,msi,msi Brav,I7,144,inteliris,8,1024,0,16,fhd,155000
210,msi,msi Crea,I7,144,nvidiageforcertx2070,32,512,0,16,4k,360000
211,msi,msi Pres,I5,144,intelirisxe,16,512,0,16,fhd,173000
212,msi,msi Pres,I7,144,intelirisxe,16,512,0,16,fhd,193000
213,msi,msi Pres,I7,144,nvidiageforcegtx1650,16,512,0,16,fhd,241000
214,msi,msi Mode,I5,144,inteliris,8,512,0,16,uhd,110000
215,msi,msi Mode,I5,144,amdradeonrx,8,512,0,14,fhd,135000
216,msi,msi Mode,I7,144,amdradeonrx,8,512,0,14,fhd,147000
217,msi,msi Mode,I5,144,amdradeonrx,8,512,0,16,fhd,137000
218,msi,msi Mode,I7,144,amdradeonrx,8,512,0,16,fhd,148000
219,msi,msi Summ,I5,144,intelirisxe,8,512,0,16,fhd,138000
220,msi,msi Summ,I7,144,intelirisxe,8,512,0,16,fhd,168000
221,msi,msi Summ,I7,144,nvidiageforcegtx1650,16,1024,0,16,fhd,249000
222,msi,msi Summ,I7,144,nvidiageforcegtx1650,16,1024,0,16,4k,259000
223,microsoft,Microsof,I3,144,inteliris,4,128,0,12,fhd,117000
224,microsoft,Microsof,I5,144,inteliris,8,128,0,12,fhd,142000
225,microsoft,Microsof,I5,144,inteliris,8,256,0,12,fhd,188000
226,microsoft,Microsof,I7,144,inteliris,16,256,0,12,fhd,228000
227,microsoft,Microsof,I5,144,inteliris,8,128,0,14,fhd,159000
228,microsoft,Microsof,ry,144,amdradeonvega8,8,128,0,15,fhd,187000
229,razer,Razer Bl,I7,120,nvidiageforcegtx1650,16,512,0,16,fhd,289000
230,razer,Razer Bl,I7,144,nvidiageforcertx2060,16,512,0,16,fhd,279000
231,razer,Razer Bl,I7,144,nvidiageforcertx2070,16,512,0,16,fhd,310000
232,ripple,Pandora,I7,144,intelirisxe,8,256,0,16,fhd,75000
233,ripple,Artifact,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,120000
234,ripple,Artifact,I7,144,nvidiageforcertx2060,8,256,0,16,fhd,175000
235,ripple,Artifact,I7,144,nvidiageforcertx3060,16,256,0,16,fhd,200000
236,ripple,Raze,I5,144,nvidiageforcertx3050,8,256,0,16,fhd,150000
237,ripple,Raze Pro,I7,144,nvidiageforcertx3050,8,256,0,16,fhd,200000
238,ripple,Genos,ry,144,nvidiageforcertx2060,8,256,0,16,fhd,185000
239,ripple,Genos Pr,ry,144,nvidiageforcertx2070,8,256,0,16,fhd,225000
240,hp,15CS3079,I5,144,inteliris,8,256,0,16,fhd,86000
241,asus,TUF FX 5,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,115000
242,hp,PAVILION,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,112000
243,hp,24-DF030,I3,144,inteliris,12,256,0,24,fhd,88000
244,hp,15-GW001,ry,144,inteliris,4,128,1024,16,fhd,63500
245,lenovo,V14,ry,144,amdradeon,8,0,1024,14,fhd,78500
246,hp,Hp-14,I5,144,inteliris,8,256,0,14,fhd,84000
247,hp,Hp-14,ry,144,amdradeonvega8,4,0,1024,14,fhd,56000
248,hp,Pavilion,I5,144,inteliris,8,256,0,14,fhd,85000
249,lenovo,Legion 5,I7,60,nvidiageforcegtx,8,512,0,14,hd,155000
250,dell,Inspiron,I7,60,Nvidia MX ,8,512,0,13,hd,116000
251,lenovo,Yoga 7 1,I5,144,inteliris,8,256,0,16,fhd_touch,107000
252,hp,Hp-15-DY,I5,60,inteliris,8,256,0,16,hd,80000
253,hp,Hp-255,ry,144,inteliris,8,0,1024,16,fhd,74000
254,hp,15-da218,I5,60,inteliris,4,0,1024,16,hd,76000
255,hp,Hp- 14,I5,144,inteliris,8,256,0,14,fhd,84000
256,hp,Hp-15,I5,60,inteliris,8,256,0,16,hd,86000
257,hp,Hp-14,I3,60,inteliris,8,256,0,14,hd,65000
258,dell,Vostro 3,I7,144,nvidiageforcemx,8,512,0,16,fhd,115000
259,dell,Vostro 3,I3,60,inteliris,4,0,1024,14,hd,57500
260,lenovo,Ideapad ,I3,144,inteliris,8,256,0,16,fhd,63000
261,lenovo,ThinkBoo,I5,60,amdradeon,8,0,1024,14,hd,95000
262,lenovo,IdeaPad ,I5,144,inteliris,8,256,0,13,qhd,95000
263,lenovo,IdeaPad ,I3,144,inteliris,4,0,1024,16,fhd,56000
264,apple,MacBook ,I3,144,inteliris,8,256,0,13,retina,138000
265,apple,MacBook ,I5,144,inteliris,8,512,0,13,retina,195000
266,apple,MacBook ,m1,144,inteliris,8,512,0,13,fhd,205000
267,dell,Inspiron,I7,144,inteliris,8,512,0,14,fhd,115000
268,acer,Aspire 5,I5,60,inteliris,8,512,0,16,hd,85000
269,acer,Swift 3,ry,144,inteliris,8,256,0,14,fhd,88000
270,acer,Swift 3,ry,144,inteliris,8,512,0,14,fhd,96000
271,acer,Nitro 5,ry,144,nvidiageforce,8,256,0,16,fhd,108000
272,acer,Nitro 5,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,112000
273,hp,Envy 13,I5,144,inteliris,8,256,0,13,fhd,116000
274,lenovo,Yoga7,I7,144,inteliris,12,512,0,14,fhd_touch,132000
275,lenovo,Flex 5,I7,144,inteliris,8,512,0,14,fhd_touch,115000
276,lenovo,Flex 5,ry,144,inteliris,8,256,0,14,fhd_touch,74000
277,lenovo,Legion 5,I7,60,nvidiageforcegtx,8,512,0,16,hd,145000
278,lenovo,Ideapad ,I3,60,inteliris,8,256,0,16,hd,64000
279,lenovo,Yoga C74,I7,144,inteliris,16,256,0,16,fhd_touch,165000
280,lenovo,IdeaPad ,I5,144,inteliris,16,512,0,14,fhd_touch,100000
281,lenovo,IdeaPad ,I5,144,inteliris,8,512,0,14,fhd,82000
282,lenovo,Legion 5,I7,60,inteliris,16,512,0,16,hd,180000
283,lenovo,Yoga 7i,I7,144,inteliris,12,512,0,14,fhd_touch,132000
284,lenovo,Flex 5 1,I5,144,inteliris,8,512,0,14,fhd,92000
285,lenovo,V14,ry,144,amdradeon,8,0,1024,14,fhd,78500
286,lenovo,V14,ce,60,nvidiageforcertx2060,4,0,1024,14,hd,45000
287,dell,XPS 13 7,I7,144,Intel uhd ,16,512,0,13,fhd_touch,190000
288,dell,Inspiron,ry,60,inteliris,8,256,0,14,hd,109500
289,dell,Inspiron,I7,144,inteliris,16,512,0,13,uhd,166000
290,dell,G5 5500,I7,144,nvidiageforcegtx,8,256,0,16,fhd,150000
291,asus,Zenbook ,ry,144,nvidiageforce,8,256,0,14,fhd,95000
292,asus,VivoBook,I3,144,inteliris,4,128,0,16,fhd,60000
293,asus,E410MA,ce,60,inteliris,4,256,0,14,hd,48000
294,asus,TUF TUF5,I7,144,nvidiageforcegtx,16,512,0,16,hd,155000
295,asus,Vivobook,pe,60,inteliris,4,128,0,14,hd,57500
296,asus,VivoBook,ry,144,inteliris,8,512,0,14,fhd_touch,108000
297,asus,Vivobook,I5,144,inteliris,8,512,0,14,fhd,112000
298,asus,VivoBook,I5,144,inteliris,8,256,0,16,fhd_touch,86000
299,asus,ROG Zeph,ry,144,nvidiageforce,16,1,0,16,fhd,200000
300,asus,TUF FX 5,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,115000
301,hp,Hp-14,ry,60,amdradeonvega8,4,0,1024,14,hd,59000
302,hp,15-DY104,I5,144,inteliris,8,256,0,16,fhd,85000
303,hp,Envy x36,I7,144,inteliris,8,512,0,13,fhd_touch,138000
304,hp,OMEN 15,I7,144,nvidiageforcegtx,8,256,1024,16,fhd,160000
305,hp,15CS3079,I5,144,inteliris,8,256,0,16,fhd,89000
306,hp,Hp-14,I3,144,inteliris,8,256,0,14,fhd_touch,75000
307,hp,Pavilion,I5,144,inteliris,8,256,0,14,fhd,95000
308,hp,Pavilion,I3,144,inteliris,8,128,0,14,fhd_touch,74000
309,hp,15-DY205,I5,60,inteliris,12,256,0,16,hd,94500
310,hp,Hp-14,ry,60,inteliris,4,0,1024,14,hd,56000
311,hp,Pavilion,I5,144,inteliris,8,256,0,14,fhd,92000
312,hp,Hp-14 (2,I3,60,inteliris,8,256,0,14,hd,75000
313,hp,Hp-14,I5,60,inteliris,8,256,0,14,hd,84000
314,hp,Hp-15-GW,ry,144,inteliris,4,128,1024,16,fhd,63500
315,hp,24-DF030,I3,144,inteliris,12,256,0,24,fhd,88000
316,hp,PAVILION,I5,144,nvidiageforcegtx1650,8,256,0,16,fhd,112000
317,hp,15CS3079,I5,144,inteliris,8,256,0,16,fhd,86000
318,asus,TUF Dash,I7,144,inteliris,16,512,0,16,fhd,209990
319,acer,A515,I5,144,inteliris,8,0,1024,16,fhd,86990
320,acer,A515,ry,144,inteliris,4,128,0,16,fhd,59990
321,acer,Predator,I7,144,inteliris,16,512,0,16,fhd,182990
322,acer,SF314-57,I5,144,inteliris,8,256,0,14,fhd,95990
323,acer,SF314-57,I7,144,inteliris,8,512,0,14,fhd,115990
324,acer,SF714-52,I7,144,inteliris,16,512,0,14,fhd,142990
325,apple,MacBook ,I3,144,inteliris,8,256,0,13,qhd,139990
326,apple,MacBook ,I7,144,inteliris,8,512,0,13,qhd,189990
327,apple,MacBook ,I5,144,inteliris,8,256,0,13,qhd,189990
328,asus,FA506,I7,144,inteliris,8,512,0,16,fhd,157990
329,asus,ROG ZEPH,ry,144,inteliris,16,1024,0,14,fhd,274990
330,asus,Strix G5,I7,144,inteliris,8,512,0,16,fhd,144990
331,asus,TP412UA,I7,144,inteliris,8,256,0,14,fhd,106990
332,asus,VivoBook,I3,144,inteliris,4,128,0,14,fhd,67990
333,asus,VivoBook,I5,144,inteliris,8,256,0,16,fhd,84990
334,asus,ZenBook,ry,144,inteliris,8,256,0,14,fhd,99990
335,dell,3501,I5,144,inteliris,8,256,0,16,fhd,94990
336,dell,3501,I5,144,inteliris,8,256,0,16,fhd,82990
337,dell,5505,I7,144,inteliris,8,256,0,16,fhd,109990
338,dell,G5-15,I7,144,inteliris,8,256,0,16,fhd,135990
339,dell,In 5400,I3,60,inteluhd,4,128,0,14,hd,74990
340,dell,In 5402,I5,144,inteliris,8,512,0,14,fhd,108990
341,dell,In 5406,I5,60,inteliris,8,256,0,14,hd,112990
342,dell,In 5406,I7,144,inteliris,8,512,0,14,fhd,123990
343,dell,In 5502,I7,144,inteliris,8,256,0,16,fhd,119990
344,dell,In 7490,I7,144,inteliris,8,512,0,14,fhd,114990
345,dell,In 7506,I5,144,inteliris,12,512,0,16,fhd,119990
346,dell,Vostro 3,I5,144,inteliris,4,0,1024,14,fhd,78990
347,dell,Vostro 3,I5,144,inteliris,8,256,0,14,fhd,82990
